# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
Tmprss2	chr16:97564681-97611195	0	0.0	0.0	4473
Tmprss3	chr17:31179267-31198974	7	0.02	0.006	3495
Tmprss4	chr9:45172725-45204035	0	0.0	0.0	4473
Tmprss5	chr9:49102778-49117587	0	0.0	0.0	4473
Tmprss6	chr15:78439666-78468634	1	0.003	0.001	3791
Tmprss7	chr16:45656316-45693658	0	0.0	0.0	4473
Trhr	chr15:44196134-44235912	0	0.0	0.0	4473
4933427I22Rik	chr4:139926682-139933074	0	0.0	0.0	4473
Tmed11	chr5:108777234-108795363	0	0.0	0.0	4473
Uqcrc1	chr9:108936647-108949641	1	0.723	-0.119	6384
Gm15217	chr14:46379523-46383606	0	0.0	0.0	4473
Rrh	chr3:129808574-129822505	0	0.0	-0.001	5368
3110082I17Rik	chr5:139359738-139460534	0	0.0	0.0	4473
Id4	chr13:48261426-48264036	0	0.0	0.0	4473
Gpr141b	chr13:19727416-19732951	0	0.0	0.0	4473
Id3	chr4:136143821-136145392	0	0.0	0.0	4473
Id1	chr2:152736250-152737410	0	0.0	0.0	4473
Rrnad1	chr3:87922600-87930195	0	0.0	-0.0	5122
Tpd52	chr3:8926529-9004204	0	0.0	0.0	4473
Asgr1	chr11:70054354-70057895	0	0.0	0.0	4473
Asgr2	chr11:70092643-70106186	0	0.0	0.0	4473
Csn2	chr5:87692618-87699425	0	0.0	0.0	4473
Csn3	chr5:87925578-87932264	0	0.0	0.0	4473
Supt16	chr14:52160418-52197239	1	0.86	0.276	1235
Trub1	chr19:57452905-57488908	0	0.0	0.0	4473
Trub2	chr2:29774683-29787671	1	0.861	0.276	1225
Ids	chrX:70343069-70365085	0	0.0	0.0	4473
Zfp503	chr14:21983961-21989601	0	0.0	0.0	4473
Zfp507	chr7:35772345-35802989	1	0.723	0.232	1932
Gm13112	chr4:154862833-154872003	0	0.0	0.0	4473
Arpp21	chr9:112180031-112231176	0	0.0	0.0	4473
Barhl2	chr5:106452522-106458166	0	0.0	0.0	4473
Barhl1	chr2:28907679-28916421	0	0.0	0.0	4473
Gsta4	chr9:78191965-78209349	0	0.0	0.0	4473
Gsta1	chr9:78230668-78242683	0	0.0	0.0	4473
Gsta2	chr9:78331019-78347145	0	0.0	0.0	4473
Gsta3	chr1:21240584-21265575	0	0.0	0.0	4473
Lyl1	chr8:84701456-84704716	0	0.0	0.0	4473
Med30	chr15:52712444-52730431	1	0.846	0.272	1316
Med31	chr11:72211723-72215592	0	0.0	-0.002	5552
Slc52a3	chr2:151999865-152009258	0	0.0	0.0	4473
Gcm1	chr9:78051957-78065624	0	0.0	0.0	4473
Tmem28	chrX:99820163-99848789	0	0.0	0.0	4473
Ccnyl1	chr1:64691344-64725642	0	0.0	0.0	4473
Tat	chr8:109990435-109999804	0	0.0	0.0	4473
1700018G05Rik	chrX:102928371-102929107	0	0.0	0.0	4473
Upk2	chr9:44452714-44454767	0	0.0	0.0	4473
Taz	chrX:74282717-74290151	0	0.0	-0.0	4625
Mir409	chr12:109743157-109743236	0	0.0	0.0	4473
Aacs	chr5:125475872-125517405	0	0.0	-0.375	7564
Platr30	chr3:96345286-96358479	0	0.0	0.0	4473
Olfr196	chr16:59167211-59168141	0	0.0	0.0	4473
Olfr197	chr16:59185555-59186481	0	0.0	0.0	4473
Olfr194	chr16:59119147-59120068	0	0.0	0.0	4473
Olfr195	chr16:59148851-59149778	0	0.0	0.0	4473
Olfr192	chr16:59098065-59098990	0	0.0	0.0	4473
Olfr193	chr16:59109678-59110608	0	0.0	0.0	4473
Olfr190	chr16:59074154-59075078	0	0.0	0.0	4473
Olfr191	chr16:59085551-59086481	0	0.0	0.0	4473
Immp1l	chr2:105904637-105965558	0	0.0	0.0	4473
Prl7a1	chr13:27633363-27642493	0	0.0	0.0	4473
Prl7a2	chr13:27658583-27668036	0	0.0	0.0	4473
4930432L08Rik	chr5:76331237-76341885	0	0.0	0.0	4473
Olfr198	chr16:59201503-59202424	0	0.0	0.0	4473
Olfr199	chr16:59215684-59216611	0	0.0	0.0	4473
Hotair	chr15:102944061-102947946	0	0.0	0.0	4473
Zfp973	chr2:175469984-175480553	0	0.0	0.0	4473
Virma	chr4:11485957-11551143	0	0.0	-0.31	6974
Zfp970	chr2:177464741-177479194	0	0.0	0.0	4473
Lrrc18	chr14:32991381-33015292	0	0.0	0.0	4473
Mb	chr15:77015486-77022727	0	0.0	0.0	4473
Lrrc17	chr5:21543526-21575902	0	0.0	0.0	4473
Lrrc14	chr15:76710640-76715091	1	0.753	0.24	1807
Lrrc15	chr16:30269301-30283254	0	0.0	0.0	4473
Lrrc10	chr10:117045340-117046768	0	0.0	0.0	4473
Basp1	chr15:25363276-25413764	0	0.0	0.0	4473
Fiz1	chr7:5007055-5013242	0	0.0	0.0	4473
4930440I19Rik	chr2:78051176-78194430	0	0.0	0.0	4473
Nespas	chr2:174281236-174295436	0	0.0	0.0	4473
Bmt2	chr6:13625674-13677966	0	0.0	0.0	4473
Apopt1	chr12:111713268-111734224	0	0.0	-0.002	5481
Myd88	chr9:119335933-119340018	4	2.511	0.806	10
Gm20806	chrY:80756211-80757210	0	0.0	0.0	4473
D930016D06Rik	chr5:104525734-104554211	0	0.0	0.0	4473
Gm20809	chrY:72819514-72820507	0	0.0	0.0	4473
1700012B09Rik	chr9:14758193-14771030	1	0.0	-0.0	4510
Gm11186	chr11:53111450-53120056	0	0.0	0.0	4473
1700028D13Rik	chr5:112206762-112210002	0	0.0	0.0	4473
Mrgpra3	chr7:47588949-47601372	0	0.0	0.0	4473
4930539M17Rik	chr3:9061963-9071076	0	0.0	0.0	4473
Glb1l2	chr9:26763043-26806468	0	0.0	0.0	4473
Glb1l3	chr9:26817952-26860823	0	0.0	0.0	4473
Gm11236	chr4:73620647-73627029	0	0.0	0.0	4473
Gm11237	chr4:73605543-73611925	0	0.0	0.0	4473
Gm11238	chr4:73650909-73657292	0	0.0	0.0	4473
Gm11239	chr4:73666017-73672398	0	0.0	0.0	4473
Gm4827	chr16:50019657-50072852	0	0.0	0.0	4473
D17H6S53E	chr17:35126401-35128855	2	0.739	0.236	1879
Efhd2	chr4:141858141-141874920	4	1.629	0.523	236
Efhd1	chr1:87264352-87310841	0	0.0	0.0	4473
Fam206a	chr4:56802328-56809605	0	0.0	-0.0	4636
Eddm3b	chr14:51116552-51117791	0	0.0	0.0	4473
Zcchc13	chrX:103630585-103631664	0	0.0	0.0	4473
Zcchc12	chrX:36195903-36199164	0	0.0	0.0	4473
Krt28	chr11:99365006-99374903	0	0.0	0.0	4473
Zcchc10	chr11:53324688-53333301	0	0.0	0.0	4473
Zcchc17	chr4:130315382-130359992	1	0.603	0.18	2482
Ppp1r17	chr6:56017496-56032689	0	0.0	0.0	4473
Olfr1274-ps	chr2:90400639-90401674	0	0.0	-0.009	5800
Zcchc14	chr8:121598702-121651933	0	0.0	0.0	4473
Krt23	chr11:99477972-99493120	0	0.0	0.0	4473
Krt20	chr11:99428385-99438153	0	0.0	0.0	4473
Zcchc18	chrX:136993146-136998472	0	0.0	0.0	4473
Krt26	chr11:99328483-99337965	0	0.0	0.0	4473
Krt27	chr11:99345564-99351118	0	0.0	0.0	4473
Krt24	chr11:99279958-99285262	0	0.0	0.0	4473
Krt25	chr11:99315515-99322951	0	0.0	0.0	4473
Alkbh7	chr17:56997338-56999336	1	0.0	-0.004	5659
Dnaja2	chr8:85537639-85555271	0	0.0	0.0	4473
Dnaja3	chr16:4684069-4707693	3	0.865	0.277	1210
Dnaja1	chr4:40722467-40734965	0	0.0	-0.33	7144
Dnaja4	chr9:54699282-54716317	0	0.0	0.0	4473
Sgf29	chr7:126649308-126672779	0	0.0	-0.337	7210
A630010A05Rik	chr16:14562316-14621284	0	0.0	0.0	4473
Gm19402	chr10:77689956-77690757	0	0.0	0.0	4473
Acer2	chr4:86874413-86920883	0	0.0	0.0	4473
Acer3	chr7:98213809-98309542	0	0.0	-0.026	5950
Acer1	chr17:56953489-56982126	0	0.0	0.0	4473
Recql	chr6:142356946-142387087	0	0.0	0.0	4473
D330045A20Rik	chrX:139480366-139554584	0	0.0	0.0	4473
Psma8	chr18:14706150-14762299	0	0.0	0.0	4473
Alppl2	chr1:87086690-87089928	0	0.0	0.0	4473
Lactb2	chr1:13625899-13660509	1	0.728	0.232	1938
Agbl4	chr4:110397697-111657519	0	0.0	0.0	4473
Agbl3	chr6:34780431-34859459	0	0.0	0.0	4473
Agbl2	chr2:90783237-90814269	0	0.0	0.0	4473
Agbl1	chr7:76229886-77124698	0	0.0	0.0	4473
Ccser2	chr14:36874935-36968764	1	0.017	0.004	3597
Ccser1	chr6:61180324-62382863	0	0.0	0.0	4473
Stard8	chrX:99042580-99074728	0	0.0	0.0	4473
Srp14	chr2:118475842-118479696	1	0.673	0.216	2138
Stard3	chr11:98358367-98381112	0	0.0	0.0	4473
Srp19	chr18:34331144-34336599	0	0.0	-0.388	7634
Stard6	chr18:70472665-70501065	1	0.999	0.321	826
Stard7	chr2:127270228-127298934	1	0.899	0.289	1064
Stard4	chr18:33199137-33213862	1	0.858	0.275	1247
Stard5	chr7:83632016-83642328	0	0.0	0.0	4473
AI314278	chr7:89426305-89432077	0	0.0	0.0	4473
1700110C19Rik	chr17:10324601-10329312	0	0.0	0.0	4473
Dock8	chr19:24999528-25202432	0	0.0	0.0	4473
Dock9	chr14:121542038-121738929	0	0.0	0.0	4473
Dock2	chr11:34226820-34783905	5	1.988	0.638	85
Dock3	chr9:106892824-107231909	0	0.0	0.0	4473
Dock1	chr7:134670686-135173647	0	0.0	0.0	4473
Dock6	chr9:21800179-21852635	0	0.0	0.0	4473
Dock7	chr4:98936658-99120915	0	0.0	0.0	4473
Dock4	chr12:40446052-40846488	0	0.0	0.0	4473
Dock5	chr14:67751927-67933572	0	0.0	0.0	4473
Phxr4	chr9:13431360-13432740	0	0.0	0.0	4473
Hsd17b12	chr2:94032696-94157909	1	0.86	0.276	1235
Hsd17b13	chr5:103955441-103977388	0	0.0	0.0	4473
Hsd17b10	chrX:152001895-152004442	0	0.0	0.0	4473
Hsd17b11	chr5:103989764-104021796	0	0.0	0.0	4473
Hsd17b14	chr7:45554927-45567321	0	0.0	0.0	4473
4930519H02Rik	chr5:15863927-15883766	0	0.0	0.0	4473
Gm20498	chr12:81470602-81532911	0	0.0	0.0	4473
Cngb1	chr8:95290592-95306585	0	0.0	0.0	4473
Cngb3	chr4:19280849-19510623	0	0.0	0.0	4473
Gm20491	chr17:90792441-90793476	0	0.0	0.0	4473
Fthl17-ps1	chrX:9043550-9044410	0	0.0	0.0	4473
Cox20	chr1:178319152-178322693	0	0.0	0.0	4473
4930517M08Rik	chr17:4634979-4637477	1	0.003	0.001	3821
Nup214	chr2:31974449-32053975	0	0.0	-0.372	7543
Nup210	chr6:91013066-91116826	1	0.023	0.007	3472
Gm2002	chr4:42158115-42168604	0	0.0	0.0	4473
4930448F12Rik	chr13:18084946-18100202	0	0.0	0.0	4473
Olfr1158	chr2:87990112-87991054	0	0.0	0.0	4473
Msmp	chr4:43583215-43584494	0	0.0	0.0	4473
Olfr1154	chr2:87902741-87903674	0	0.0	0.0	4473
Olfr1155	chr2:87942681-87943626	0	0.0	0.0	4473
Olfr1156	chr2:87949189-87950265	0	0.0	0.0	4473
Serpina4-ps1	chr12:104077958-104086920	0	0.0	0.0	4473
Olfr1151	chr2:87857176-87858103	0	0.0	0.0	4473
Olfr1152	chr2:87867992-87868925	0	0.0	0.0	4473
Olfr1153	chr2:87896176-87897133	0	0.0	0.0	4473
Slc23a1	chr18:35614603-35627227	0	0.0	0.0	4473
Slc23a3	chr1:75125541-75133890	0	0.0	-0.001	5427
Slc23a2	chr2:132052495-132145108	0	0.0	0.0	4473
Mir22hg	chr11:75461538-75466690	2	0.389	0.125	2790
Slc23a4	chr6:34945294-34977999	0	0.0	0.0	4473
Bbx	chr16:50191843-50432389	0	0.0	0.0	4473
4930517E11Rik	chr2:124123635-124129956	0	0.0	0.0	4473
Snord17	chr2:144265981-144266202	4	1.272	0.393	670
Snord11	chr1:59704807-59704870	0	0.0	0.0	4473
Snord12	chr2:167065292-167065358	1	0.125	0.036	3186
Snord19	chr14:31016218-31016272	2	0.226	0.073	3006
Dusp19	chr2:80617213-80631661	0	0.0	0.0	4473
Dusp18	chr11:3895239-3901296	0	0.0	0.0	4473
Dusp15	chr2:152944932-152951405	0	0.0	0.0	4473
Dusp14	chr11:84048044-84068357	0	0.0	0.0	4473
Dusp16	chr6:134715467-134792628	0	0.0	0.0	4473
Dusp11	chr6:85942268-85961667	1	0.377	-0.164	6524
Dusp10	chr1:184034380-184075636	4	0.0	0.0	4107
Dusp13	chr14:21733394-21748622	0	0.0	0.0	4473
Dusp12	chr1:170874186-170885540	0	0.0	-0.309	6965
Sgpl1	chr10:61098641-61147684	0	0.0	0.0	4473
Fate1	chrX:71972985-71989046	0	0.0	0.0	4473
Snord1a	chr11:116674596-116674672	1	0.0	0.0	4280
Snord1b	chr11:116674146-116674223	1	0.0	0.0	4314
Snord1c	chr11:116672504-116672582	0	0.0	0.0	4473
Slc20a2	chr8:22476699-22569616	0	0.0	0.0	4473
Slc20a1	chr2:129198772-129211612	2	0.0	-0.12	6386
Cadm4	chr7:24482022-24504533	0	0.0	0.0	4473
Cadm2	chr16:66655420-67620908	0	0.0	0.0	4473
Cadm3	chr1:173334253-173367695	0	0.0	0.0	4473
Srcin1	chr11:97509339-97575126	0	0.0	0.0	4473
Cadm1	chr9:47530351-47853385	0	0.0	0.0	4473
Eif3j2	chr2:122028582-122053631	0	0.0	-0.0	4929
Eif3j1	chr2:122028579-122053632	0	0.0	-0.0	4931
Spin2c	chrX:153832292-153834240	0	0.0	0.0	4473
Spin2d	chrX:73175301-73176989	0	0.0	0.0	4473
AA536875	chr14:123169185-123176176	0	0.0	0.0	4473
Sptbn4	chr7:27356382-27394506	0	0.0	0.0	4473
Sptbn2	chr19:4711207-4753978	0	0.0	0.0	4473
Sptbn1	chr11:30106842-30198257	0	0.0	0.0	4473
Nell1os	chr7:50517308-50575884	0	0.0	0.0	4473
Cldn34d	chrX:76582609-76602924	0	0.0	-0.034	5984
Cldn34a	chrX:152563333-152563969	0	0.0	0.0	4473
Noct	chr3:51224446-51251654	0	0.0	-0.0	5270
C130050O18Rik	chr5:139406386-139416092	0	0.0	0.0	4473
Dop1b	chr16:93730098-93810588	2	0.251	0.081	2973
Dop1a	chr9:86467153-86555806	0	0.0	-0.083	6211
Hsf2bp	chr17:31944768-32034508	0	0.0	-0.001	5442
Ski	chr4:155154074-155222535	2	0.595	0.191	2385
Gm2560	chr4:14212011-14291309	0	0.0	0.0	4473
Slx4ip	chr2:136891593-137071950	0	0.0	-0.347	7303
Krtap11-1	chr16:89570175-89571183	0	0.0	0.0	4473
Ramac	chr7:81762952-81769490	0	0.0	-0.313	6999
Adig	chr2:158502611-158508198	0	0.0	0.0	4473
Hpse2	chr19:42788594-43388355	0	0.0	0.0	4473
Fnd3c2	chrX:106235245-106255372	0	0.0	0.0	4473
C330021F23Rik	chr8:3567997-3584776	0	0.0	0.0	4473
Gm16451	chr7:22117321-22118245	0	0.0	0.0	4473
Rab22a	chr2:173659844-173702182	1	0.912	0.293	1027
Cdk2ap1	chr5:124345438-124354628	1	0.723	0.232	1935
Cdk2ap2	chr19:4097350-4099017	1	0.132	0.042	3146
Speer4cos	chr5:15680709-15714596	0	0.0	0.0	4473
Adi1	chr12:28675206-28682174	0	0.0	0.0	4473
Pcsk1n	chrX:7919821-7924410	0	0.0	0.0	4473
Pdk1	chr2:71874903-71903858	0	0.0	-0.002	5494
Pdk3	chrX:93764615-93832150	0	0.0	0.0	4473
Pdk2	chr11:95026257-95040875	0	0.0	0.0	4473
Pdk4	chr6:5483350-5496278	0	0.0	0.0	4473
Grpel1	chr5:36465184-36474077	0	0.0	0.0	4473
Grpel2	chr18:61712423-61726331	1	0.934	-0.026	5944
Il12rb1	chr8:70808448-70821423	3	1.638	0.526	227
Il12rb2	chr6:67292017-67376188	1	0.809	0.26	1525
Ankrd33b	chr15:31291478-31367759	0	0.0	0.0	4473
Scn5a	chr9:119483407-119562678	0	0.0	0.0	4473
Hif3a	chr7:17030992-17056679	0	0.0	0.0	4473
Pecr	chr1:72259172-72284321	0	0.0	0.0	4473
Golga1	chr2:39016155-39065541	0	0.0	-0.38	7597
Golga2	chr2:32288252-32307921	0	0.0	0.0	4473
Golga3	chr5:110176856-110226469	0	0.0	0.0	4473
Golga4	chr9:118506317-118582519	0	0.0	0.0	4473
Golga5	chr12:102469909-102497907	0	0.0	-0.296	6878
Golga7	chr8:23241325-23257080	2	1.117	0.127	2778
4930546C10Rik	chr18:68889486-68951528	0	0.0	0.0	4473
Ring1	chr17:34020791-34024680	1	0.189	0.061	3048
Tbk1	chr10:121546455-121586794	1	0.429	0.138	2732
1700019D03Rik	chr1:52925126-52952840	0	0.0	0.0	4473
Gm10857	chr2:6132882-6140570	0	0.0	0.0	4473
Bop1	chr15:76452995-76477269	0	0.0	-0.001	5461
Vps13d	chr4:144972621-145190666	0	0.0	-0.304	6932
Vps13a	chr19:16615365-16780933	2	0.393	0.126	2784
Vps13c	chr9:67840350-67997744	0	0.0	0.0	4473
Vps13b	chr15:35371117-35931229	0	0.0	-0.274	6775
Gja1	chr10:56377299-56390419	0	0.0	0.0	4473
Gja3	chr14:57034459-57058030	0	0.0	0.0	4473
Gja4	chr4:127311419-127314039	0	0.0	0.0	4473
Gja5	chr3:97032401-97053634	0	0.0	0.0	4473
Gja6	chrX:160902115-160907052	0	0.0	0.0	4473
Gja8	chr3:96913565-96926051	0	0.0	0.0	4473
Gsdmcl-ps	chr15:63914460-63925453	0	0.0	0.0	4473
4930470G03Rik	chr13:21440470-21446830	0	0.0	0.0	4473
Abcc8	chr7:46104522-46180033	0	0.0	0.0	4473
Abcc9	chr6:142587861-142702274	0	0.0	0.0	4473
Abcc4	chr14:118482691-118706219	1	0.017	0.005	3522
Abcc5	chr16:20331303-20426394	0	0.0	0.0	4473
Abcc6	chr7:45976379-46030286	0	0.0	-0.0	4563
Abcc1	chr16:14361557-14474878	1	0.681	0.219	2106
Abcc2	chr19:43782307-43838218	0	0.0	0.0	4473
Abcc3	chr11:94343294-94392990	1	0.009	0.003	3628
A430093F15Rik	chr19:10740946-10786043	8	0.69	0.222	2075
Cyp21a1	chr17:34801347-34804426	0	0.0	0.0	4473
Nudcd2	chr11:40733660-40740046	0	0.0	0.0	4473
Nudcd3	chr11:6105691-6200451	1	0.718	-0.094	6271
Nudcd1	chr15:44375226-44428307	0	0.0	-0.31	6973
Ift74	chr4:94614490-94693233	1	0.0	-0.0	4975
Preb	chr5:30951666-30960327	2	1.545	0.495	336
Mrpl44	chr1:79776017-79781445	1	0.0	-0.376	7566
Prep	chr10:45067215-45162751	0	0.0	0.0	4473
Slc25a22	chr7:141429748-141437874	2	0.003	0.0	3929
Hmga1	chr17:27556603-27563672	0	0.0	-0.001	5324
Gm10142	chr10:77715806-77716169	0	0.0	0.0	4473
Gm10147	chrX:35404214-35427090	0	0.0	0.0	4473
Slc25a20	chr9:108662135-108684642	0	0.0	-0.0	4806
Higd1c	chr15:100364584-100383955	0	0.0	0.0	4473
Higd1b	chr11:102835848-102838039	0	0.0	0.0	4473
Slc25a21	chr12:56712633-57160643	0	0.0	0.0	4473
2700038G22Rik	chr5:23850596-23855033	2	0.88	0.276	1234
Pex11g	chr8:3458816-3467648	0	0.0	0.0	4473
Gm11437	chr11:84148360-84167476	0	0.0	0.0	4473
Ap4m1	chr5:138172020-138178685	2	1.353	0.434	541
Ssx2ip	chr3:146404641-146440144	0	0.0	0.0	4473
Atg9a	chr1:75180860-75192010	1	0.716	0.23	1972
Atg9b	chr5:24384180-24392143	2	0.503	0.161	2597
Blnk	chr19:40928926-40994221	0	0.0	0.0	4473
Ahrr	chr13:74211117-74292331	0	0.0	0.0	4473
Bhmt2	chr13:93656096-93674302	0	0.0	0.0	4473
Nt5dc2	chr14:31134852-31139124	0	0.0	0.0	4473
Nt5dc3	chr10:86779004-86838389	2	1.454	0.467	433
Gal3st2b	chr1:93918436-93941239	0	0.0	0.0	4473
Nt5dc1	chr10:34303608-34418551	0	0.0	0.0	4473
Ugt1a10	chr1:88055410-88220002	0	0.0	0.0	4473
Sbsn	chr7:30751470-30756134	0	0.0	0.0	4473
Olfr159	chr4:43770049-43771009	0	0.0	0.0	4473
Olfr849	chr9:19440914-19441853	0	0.0	0.0	4473
Olfr845	chr9:19338458-19339400	0	0.0	0.0	4473
Olfr846	chr9:19360414-19361356	0	0.0	0.0	4473
Olfr847	chr9:19374940-19375879	0	0.0	0.0	4473
Olfr843	chr9:19248356-19249463	0	0.0	0.0	4473
Ltn1	chr16:87376650-87432606	1	0.758	0.241	1793
Gtf2a1	chr12:91555261-91590487	2	0.927	0.06	3050
Gtf2a2	chr9:70012547-70022866	0	0.0	-0.332	7164
Lincmd1	chr1:20669881-20682958	0	0.0	0.0	4473
Isg20	chr7:78913423-78920396	4	1.626	0.522	239
4930596D02Rik	chr14:35809485-35811978	0	0.0	0.0	4473
4930412C18Rik	chr4:9770584-9823411	0	0.0	0.0	4473
Gm12169	chr11:46524250-46538156	0	0.0	0.0	4473
Gm12167	chr11:46342286-46345020	0	0.0	0.0	4473
Dis3l	chr9:64306755-64340773	1	0.985	0.316	856
4930470H14Rik	chr17:4044657-4082995	0	0.0	0.0	4473
Mal	chr2:127633225-127656695	0	0.0	0.0	4473
Gm16845	chr9:22071001-22086131	1	0.0	-0.0	4478
Bhmt	chr13:93616890-93637758	0	0.0	0.0	4473
Aloxe3	chr11:69126376-69149115	0	0.0	0.0	4473
2200002J24Rik	chr7:30698925-30700534	0	0.0	0.0	4473
Masp1	chr16:23451784-23520815	0	0.0	0.0	4473
Masp2	chr4:148602543-148615480	0	0.0	0.0	4473
Naaladl2	chr3:23798102-24784006	0	0.0	0.0	4473
Naaladl1	chr19:6105797-6115555	0	0.0	0.0	4473
Fam124b	chr1:80198698-80213944	1	0.781	0.251	1661
0610031O16Rik	chr3:138210716-138239663	0	0.0	0.0	4473
Fam124a	chr14:62555736-62608485	0	0.0	0.0	4473
Daam1	chr12:71889542-71992376	0	0.0	0.0	4473
Daam2	chr17:49456021-49564337	0	0.0	0.0	4473
Zfp52	chr17:21535538-21562601	3	1.312	0.421	592
Zfp53	chr17:21488987-21510477	2	0.0	0.0	4110
Zfp51	chr17:21450373-21465589	0	0.0	0.0	4473
Zfp57	chr17:37001162-37010729	0	0.0	0.0	4473
Zfp54	chr17:21423226-21435384	0	0.0	0.0	4473
Zfp58	chr13:67490166-67500522	0	0.0	0.0	4473
Zfp59	chr7:27838583-27856774	0	0.0	0.0	4473
Dus1l	chr11:120789201-120796395	1	0.775	-0.043	6021
Ntmt1	chr2:30808182-30823033	2	0.97	0.311	886
Nbas	chr12:13269126-13583811	0	0.0	0.0	4473
Zyx	chr6:42349827-42358562	1	0.011	0.004	3600
Plcd4	chr1:74544359-74565977	0	0.0	0.0	4473
Plcd3	chr11:103070295-103080948	0	0.0	-0.0	4681
Plcd1	chr9:119071527-119093502	0	0.0	0.0	4473
4933416E03Rik	chr2:159947340-159981289	0	0.0	0.0	4473
Sec13	chr6:113728051-113740681	1	0.875	0.278	1202
Krr1	chr10:111972694-111988430	0	0.0	-0.361	7424
Zfp330	chr8:82763619-82774126	0	0.0	0.0	4473
Vmn1r125	chr7:21272178-21273102	0	0.0	0.0	4473
Zfp334	chr2:165377435-165388259	0	0.0	0.0	4473
Zfp335	chr2:164891891-164911750	2	1.458	0.468	424
Vmn1r124	chr7:21259693-21260617	0	0.0	0.0	4473
BC037156	chr5:87908778-87914171	0	0.0	0.0	4473
Foxe1	chr4:46343643-46345773	0	0.0	0.0	4473
Foxe3	chr4:114925146-114926013	0	0.0	0.0	4473
Suz12	chr11:79993105-80034123	2	1.396	0.448	500
Aicda	chr6:122553808-122564180	0	0.0	0.0	4473
Vmn1r120	chr7:21052866-21053784	0	0.0	0.0	4473
Tmem35b	chr4:127126042-127129660	0	0.0	0.0	4473
Pip4p2	chr4:14864218-14915260	0	0.0	0.0	4473
Pip4p1	chr14:50927214-50930849	2	0.659	0.205	2250
Tmem35a	chrX:134295224-134305969	1	0.0	0.0	4274
Zfp33b	chr5:104571671-104584620	0	0.0	0.0	4473
7630403G23Rik	chr9:34042370-34059019	0	0.0	0.0	4473
Odf3	chr7:140847915-140850925	2	0.004	0.001	3740
Odf2	chr2:29890062-29922538	1	0.991	0.318	841
Odf1	chr15:38219202-38226735	0	0.0	0.0	4473
Tinagl1	chr4:130165599-130174802	0	0.0	0.0	4473
Odf4	chr11:68921834-68927081	0	0.0	0.0	4473
Myocd	chr11:65176570-65269989	0	0.0	0.0	4473
Trmt10a	chr3:138143516-138159820	0	0.0	-0.37	7525
Trmt10c	chr16:56033719-56037774	2	0.006	-0.379	7596
Trmt10b	chr4:45297167-45316131	0	0.0	0.0	4473
Zranb1	chr7:132931141-132986398	0	0.0	-0.256	6704
Zranb3	chr1:127954178-128103001	0	0.0	0.0	4473
Zranb2	chr3:157534164-157548390	0	0.0	-0.333	7178
Gm9696	chr3:59952308-59973594	0	0.0	0.0	4473
Efr3a	chr15:65787019-65873812	0	0.0	0.0	4473
Crnkl1	chr2:145917481-145934700	1	0.817	0.262	1484
Efr3b	chr12:3962553-4038915	0	0.0	0.0	4473
Lad1	chr1:135818597-135833341	0	0.0	0.0	4473
Gsdmc4	chr15:63891264-63912297	0	0.0	0.0	4473
Gsdmc2	chr15:63824345-63845176	0	0.0	0.0	4473
Gsdmc3	chr15:63857724-63878558	0	0.0	0.0	4473
Smug1	chr15:103153289-103163284	1	0.001	0.0	4013
Uox	chr3:146597148-146631483	0	0.0	0.0	4473
1700003E24Rik	chrX:93183293-93183944	0	0.0	0.0	4473
Ccdc42os	chr11:68583263-68586957	0	0.0	0.0	4473
Mrpl4	chr9:21002736-21008837	2	1.269	0.407	632
Mrpl2	chr17:46646228-46650132	0	0.0	0.0	4473
Mrpl3	chr9:105053267-105077466	0	0.0	0.0	4473
Mrpl1	chr5:96210114-96239684	0	0.0	-0.386	7630
Mrpl9	chr3:94443335-94448708	1	0.566	-0.167	6527
Esp16	chr17:39536141-39540847	0	0.0	0.0	4473
Esp15	chr17:39640956-39645667	0	0.0	0.0	4473
Esp18	chr17:39406358-39410992	0	0.0	0.0	4473
Gm2762	chr13:53393688-53455630	1	0.137	0.044	3139
Rabac1	chr7:24969749-24972728	0	0.0	0.0	4473
Gm33251	chr15:40045187-40128982	0	0.0	0.0	4473
4930455C13Rik	chr10:21319087-21342055	0	0.0	0.0	4473
BC055324	chr1:163954005-163994796	0	0.0	0.0	4473
Kcnj2	chr11:111066163-111076825	0	0.0	0.0	4473
Vmn2r87	chr10:130471820-130497379	0	0.0	0.0	4473
Vmn2r80	chr10:79148815-79194933	0	0.0	0.0	4473
2610507B11Rik	chr11:78261753-78290625	0	0.0	0.0	4473
Msx1os	chr5:37820563-37822751	0	0.0	0.0	4473
2010001A14Rik	chr11:57795498-57801467	0	0.0	0.0	4473
Hira	chr16:18876749-18970308	1	0.402	0.129	2773
LOC102640673	chr17:17234902-17266347	0	0.0	0.0	4473
Gm19619	chr5:91257570-91283076	0	0.0	0.0	4473
Mir344f	chr7:62046180-62046248	0	0.0	0.0	4473
