# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
negative adaptation of signaling pathway(GO:0022401)	20774, 1872, 11, 3	3.027	0.150748014719	0.299232923296	11
myoblast differentiation(GO:0045445)	20774, 267, 22, 3	10.61	0.0129177713929	0.0454461136955	22
fat cell differentiation(GO:0045444)	20774, 296, 119, 6	3.539	0.0507310936889	0.131447709999	119
modification-dependent macromolecule catabolic process(GO:0043632)	20774, 1937, 463, 93	2.154	2.56743899202e-11	8.48681222363e-10	463
endothelial cell differentiation(GO:0045446)	20774, 507, 22, 2	3.725	0.237657076026	0.413818202795	22
asymmetric cell division(GO:0008356)	20774, 1711, 13, 3	2.802	0.181319682501	0.339795940435	13
regulation of cell division(GO:0051302)	20774, 1911, 156, 23	1.603	0.104829999099	0.226607990786	156
negative regulation of cell-cell adhesion(GO:0022408)	20774, 666, 179, 26	4.531	2.68074419867e-09	6.34842904761e-08	179
neuron projection extension(GO:1990138)	20774, 289, 67, 3	3.219	0.245544884632	0.422105672831	67
negative regulation of small molecule metabolic process(GO:0062014)	20774, 1899, 98, 17	1.898	0.0476905465748	0.125487563127	98
response to estradiol(GO:0032355)	20774, 222, 51, 4	7.339	0.0124612861483	0.044334701344	51
positive regulation of hormone metabolic process(GO:0032352)	20774, 1154, 25, 3	2.16	0.340613042659	0.523343474196	25
DNA replication-independent nucleosome organization(GO:0034724)	20774, 1677, 30, 6	2.478	0.108834259711	0.233146298931	30
regulation of hormone metabolic process(GO:0032350)	20774, 1539, 55, 7	1.718	0.328239189807	0.510761210683	55
regulation of cysteine-type endopeptidase activity(GO:2000116)	20774, 1774, 219, 40	2.139	5.42052592683e-05	0.000476046188408	219
negative regulation of cysteine-type endopeptidase activity(GO:2000117)	20774, 1843, 86, 19	2.49	0.00146449328343	0.00795774889168	86
detection of mechanical stimulus involved in sensory perception of pain(GO:0050966)	20774, 680, 23, 1	1.328	0.681198637454	0.819372457849	23
DNA repair(GO:0006281)	20774, 1804, 404, 56	1.596	0.00433941782164	0.019161065706	404
negative regulation of interleukin-6 production(GO:0032715)	20774, 1212, 48, 9	3.214	0.00967035073919	0.0360743491525	48
leukocyte proliferation(GO:0070661)	20774, 1955, 106, 30	3.007	3.81016753219e-07	5.7364268379e-06	106
regulation of leukocyte proliferation(GO:0070663)	20774, 704, 234, 44	5.549	4.22187703896e-19	3.18986265166e-17	234
positive regulation of leukocyte proliferation(GO:0070665)	20774, 704, 143, 29	5.984	1.54522263047e-13	7.21103894221e-12	143
negative regulation of leukocyte proliferation(GO:0070664)	20774, 387, 87, 11	6.787	8.10394214639e-06	9.11932969665e-05	87
regulation of telomere capping(GO:1904353)	20774, 1733, 26, 3	1.383	0.575997929242	0.739813854073	26
histone H3-K4 trimethylation(GO:0080182)	20774, 1452, 16, 6	5.365	0.0022144748458	0.011142600704	16
positive regulation of DNA-templated transcription, initiation(GO:2000144)	20774, 1983, 31, 7	2.366	0.093859635068	0.208576966818	31
induction of positive chemotaxis(GO:0050930)	20774, 377, 15, 1	3.674	0.380349537002	0.563656225446	15
regulation of fatty acid metabolic process(GO:0019217)	20774, 64, 85, 2	7.637	0.140687951651	0.285023733601	85
regulation of lipid metabolic process(GO:0019216)	20774, 1689, 330, 44	1.64	0.0097042596396	0.036144190833	330
regulation of steroid metabolic process(GO:0019218)	20774, 255, 101, 6	4.84	0.0120202219489	0.0431909411306	101
secondary metabolic process(GO:0019748)	20774, 207, 52, 2	3.86	0.293180548105	0.476130811662	52
regulation of miRNA metabolic process(GO:2000628)	20774, 1963, 15, 4	2.822	0.124046156742	0.258973555304	15
positive regulation of erythrocyte differentiation(GO:0045648)	20774, 1491, 25, 9	5.016	0.00023578899648	0.00168521865352	25
cellular response to estradiol stimulus(GO:0071392)	20774, 1755, 24, 4	1.973	0.308181504145	0.488492827082	24
photoreceptor cell development(GO:0042461)	20774, 324, 48, 1	1.336	0.780077562337	0.894524017519	48
antimicrobial humoral response(GO:0019730)	20774, 843, 91, 5	1.354	0.666041479743	0.80893098713	91
nucleotide-excision repair(GO:0006289)	20774, 1804, 45, 6	1.535	0.446823789292	0.627201749999	45
regulation of flagellated sperm motility(GO:1901317)	20774, 0, 15, 0	0.0	1.0	1.0	15
modification by symbiont of host morphology or physiology(GO:0044003)	20774, 1759, 27, 11	4.812	4.47295338217e-05	0.000403243524605	27
regulation of synaptic vesicle fusion to presynaptic active zone membrane(GO:0031630)	20774, 0, 11, 0	0.0	1.0	1.0	11
locomotion(GO:0040011)	20774, 1345, 964, 104	1.666	4.65856129446e-06	5.50241979197e-05	964
negative regulation of locomotion(GO:0040013)	20774, 897, 326, 28	1.989	0.00570877185735	0.0238366263517	326
regulation of cellular component movement(GO:0051270)	20774, 1334, 1003, 117	1.817	6.43278251316e-09	1.38552238745e-07	1003
negative regulation of multicellular organism growth(GO:0040015)	20774, 408, 17, 2	5.99	0.118028003869	0.24958387313	17
chromosome organization(GO:0051276)	20774, 1903, 308, 53	1.878	9.4481706345e-05	0.000759933190722	308
positive regulation of locomotion(GO:0040017)	20774, 1934, 583, 99	1.824	7.54611695611e-08	1.34530025135e-06	583
negative regulation of endothelial cell migration(GO:0010596)	20774, 1851, 49, 6	1.374	0.553799874772	0.720242460086	49
positive regulation of embryonic development(GO:0040019)	20774, 1179, 38, 4	1.855	0.395871675092	0.578248549175	38
positive regulation of multicellular organism growth(GO:0040018)	20774, 265, 42, 5	9.332	0.00135373736708	0.00749277891549	42
regulation of release of sequestered calcium ion into cytosol(GO:0051279)	20774, 953, 79, 8	2.207	0.135540116879	0.276897406157	79
negative regulation of erythrocyte differentiation(GO:0045647)	20774, 222, 14, 4	26.736	6.70089396655e-05	0.000567549026348	14
ribose phosphate metabolic process(GO:0019693)	20774, 852, 303, 16	1.288	0.605569060798	0.763337447852	303
deoxyribose phosphate metabolic process(GO:0019692)	20774, 727, 26, 3	3.297	0.176378111674	0.334752715936	26
regulation of cGMP-mediated signaling(GO:0010752)	20774, 0, 16, 0	0.0	1.0	1.0	16
chromosome localization(GO:0050000)	20774, 1587, 64, 9	1.841	0.206279246512	0.375053175476	64
arachidonic acid metabolic process(GO:0019369)	20774, 0, 57, 0	0.0	1.0	1.0	57
regulation of animal organ morphogenesis(GO:2000027)	20774, 271, 208, 12	4.423	0.000281536492607	0.00197075544825	208
regulation of plasminogen activation(GO:0010755)	20774, 1051, 13, 1	1.52	0.555603706929	0.721996627077	13
positive regulation of interleukin-4 production(GO:0032753)	20774, 606, 24, 5	7.142	0.00284162094097	0.0136795767157	24
organic cation transport(GO:0015695)	20774, 15, 31, 1	44.675	0.0872182054532	0.197977423919	31
regulation of macrophage chemotaxis(GO:0010758)	20774, 30, 30, 1	23.082	0.141080226672	0.285276923942	30
positive regulation of interleukin-8 production(GO:0032757)	20774, 93, 44, 1	5.077	0.425570591444	0.606371915631	44
striated muscle cell proliferation(GO:0014855)	20774, 90, 18, 1	12.823	0.186316117968	0.34683906927	18
positive regulation of interleukin-6 production(GO:0032755)	20774, 1717, 93, 14	1.821	0.109318041551	0.233972067348	93
positive regulation of interleukin-5 production(GO:0032754)	20774, 198, 12, 1	8.743	0.215385785488	0.386881637329	12
positive regulation of T cell differentiation in thymus(GO:0033089)	20774, 34, 15, 1	40.733	0.0722952230861	0.171291817765	15
regulation of actin cytoskeleton reorganization(GO:2000249)	20774, 906, 33, 4	2.779	0.172643301112	0.329239628723	33
positive regulation of membrane depolarization(GO:1904181)	20774, 779, 13, 2	4.103	0.177584585294	0.335970837042	13
negative regulation of reproductive process(GO:2000242)	20774, 1007, 64, 4	1.289	0.693590382704	0.826198754172	64
positive regulation of reproductive process(GO:2000243)	20774, 1818, 86, 9	1.196	0.690086802967	0.823880908483	86
regulation of reproductive process(GO:2000241)	20774, 1818, 177, 18	1.162	0.703399527744	0.833918244599	177
establishment or maintenance of actin cytoskeleton polarity(GO:0030950)	20774, 53, 14, 1	27.997	0.0977103709435	0.215315888225	14
cell-matrix adhesion(GO:0007160)	20774, 322, 88, 5	3.666	0.0694701422234	0.16650446978	88
negative regulation of cell adhesion(GO:0007162)	20774, 666, 275, 32	3.63	7.98219106386e-09	1.68867686506e-07	275
establishment or maintenance of cell polarity(GO:0007163)	20774, 1820, 163, 28	1.961	0.00449040777221	0.0197362336064	163
positive regulation of mitotic sister chromatid segregation(GO:0062033)	20774, 731, 16, 3	5.328	0.057110167511	0.143756952592	16
negative regulation of telomere maintenance via telomerase(GO:0032211)	20774, 1687, 19, 5	3.241	0.0549431041731	0.139631167039	19
cell surface receptor signaling pathway(GO:0007166)	20774, 299, 1595, 63	2.744	6.37207496148e-12	2.37363026389e-10	1595
enzyme linked receptor protein signaling pathway(GO:0007167)	20774, 296, 506, 22	3.051	7.91612887466e-05	0.000656459467654	506
receptor guanylyl cyclase signaling pathway(GO:0007168)	20774, 0, 13, 0	0.0	1.0	1.0	13
T cell mediated immunity(GO:0002456)	20774, 870, 41, 8	4.659	0.00178341171368	0.00929796249411	41
negative regulation of B cell apoptotic process(GO:0002903)	20774, 522, 22, 3	5.427	0.0632300333125	0.15514173122	22
regulation of B cell apoptotic process(GO:0002902)	20774, 522, 29, 4	5.489	0.0277759940767	0.0824275135943	29
snRNA processing(GO:0016180)	20774, 1994, 25, 2	0.833	0.813098998144	0.918668699541	25
cell-cell adhesion mediated by cadherin(GO:0044331)	20774, 0, 26, 0	0.0	1.0	1.0	26
gastrulation(GO:0007369)	20774, 779, 59, 13	5.876	2.47419228051e-06	3.11564953842e-05	59
regulation of endothelial cell development(GO:1901550)	20774, 1909, 12, 1	0.907	0.686049771988	0.82153381501	12
negative regulation of neuron differentiation(GO:0045665)	20774, 1308, 257, 25	1.545	0.139245571743	0.282888997651	257
regulation of neuron differentiation(GO:0045664)	20774, 1774, 764, 92	1.41	0.0072059762438	0.0286314248084	764
regulation of osteoblast differentiation(GO:0045667)	20774, 422, 141, 6	2.095	0.295860385618	0.477788401994	141
regulation of transcription involved in cell fate commitment(GO:0060850)	20774, 139, 18, 1	8.303	0.246911818676	0.423379055079	18
regulation of myoblast differentiation(GO:0045661)	20774, 246, 64, 4	5.278	0.041996445239	0.113969828585	64
leukocyte mediated cytotoxicity(GO:0001909)	20774, 917, 37, 7	4.286	0.00580759513645	0.024185610542	37
negative regulation of proteasomal protein catabolic process(GO:1901799)	20774, 1887, 51, 9	1.943	0.152159663178	0.301030755083	51
cellular response to glucose stimulus(GO:0071333)	20774, 1063, 51, 7	2.682	0.0702310981513	0.167821298795	51
negative regulation of signal transduction by p53 class mediator(GO:1901797)	20774, 1955, 31, 5	1.714	0.369606169175	0.55307304787	31
regulation of signal transduction by p53 class mediator(GO:1901796)	20774, 1955, 69, 16	2.464	0.00422473523191	0.0187241524245	69
cell killing(GO:0001906)	20774, 917, 60, 10	3.776	0.00212101626944	0.0107489429792	60
negative regulation of acute inflammatory response(GO:0002674)	20774, 0, 13, 0	0.0	1.0	1.0	13
regulation of thymocyte apoptotic process(GO:0070243)	20774, 1798, 17, 4	2.719	0.140763852285	0.285023733601	17
protein K63-linked ubiquitination(GO:0070534)	20774, 1910, 37, 8	2.352	0.0743771333304	0.175438629659	37
positive regulation of triglyceride metabolic process(GO:0090208)	20774, 1206, 26, 3	1.988	0.386821999587	0.569700717213	26
protein K63-linked deubiquitination(GO:0070536)	20774, 1659, 29, 8	3.454	0.00877931197545	0.0332454455077	29
protein-containing complex remodeling(GO:0034367)	20774, 1457, 20, 1	0.713	0.791692470836	0.902408084573	20
cellular response to lipid(GO:0071396)	20774, 255, 466, 18	3.147	0.000362832058907	0.0024532394892	466
carbohydrate homeostasis(GO:0033500)	20774, 1717, 194, 25	1.559	0.114029461086	0.242269952285	194
negative regulation of cell development(GO:0010721)	20774, 451, 378, 18	2.193	0.0183747696723	0.0601953913559	378
positive regulation of lymphocyte chemotaxis(GO:0140131)	20774, 153, 17, 3	23.961	0.00118151761455	0.00671124563875	17
RNA-dependent DNA biosynthetic process(GO:0006278)	20774, 1645, 20, 4	2.526	0.175980405952	0.334131125781	20
mammary gland epithelial cell proliferation(GO:0033598)	20774, 1557, 14, 4	3.812	0.0529073991834	0.135704938047	14
localization within membrane(GO:0051668)	20774, 474, 133, 9	2.966	0.0260562429811	0.0783993151645	133
regulation of anoikis(GO:2000209)	20774, 1465, 21, 7	4.727	0.0021033546535	0.0106851314308	21
organ or tissue specific immune response(GO:0002251)	20774, 232, 50, 1	1.791	0.709893714337	0.838901158693	50
regulation of anion transmembrane transport(GO:1903959)	20774, 1818, 35, 6	1.959	0.235469736026	0.411315942563	35
cytokine biosynthetic process(GO:0042089)	20774, 93, 15, 1	14.892	0.156007383668	0.30673075021	15
cellular response to cholesterol(GO:0071397)	20774, 92, 12, 1	18.817	0.120250043223	0.253157985732	12
regulation of secondary metabolite biosynthetic process(GO:1900376)	20774, 1968, 12, 2	1.759	0.44202660937	0.62342123277	12
negative regulation of systemic arterial blood pressure(GO:0003085)	20774, 532, 24, 1	1.627	0.642893408382	0.793407473139	24
positive regulation of systemic arterial blood pressure(GO:0003084)	20774, 62, 20, 1	16.753	0.15629008813	0.306860322375	20
translesion synthesis(GO:0019985)	20774, 1480, 15, 4	3.743	0.0578491571286	0.144851124636	15
regulation of systemic arterial blood pressure by renin-angiotensin(GO:0003081)	20774, 953, 18, 1	1.211	0.676124182239	0.815598354652	18
regulation of purine nucleotide biosynthetic process(GO:1900371)	20774, 1798, 65, 11	1.955	0.110041867311	0.2352039912	65
photoreceptor cell differentiation(GO:0046530)	20774, 1930, 12, 3	2.691	0.193486778744	0.357252547254	12
regulation of photoreceptor cell differentiation(GO:0046532)	20774, 1291, 11, 1	1.463	0.535235751132	0.703013845305	11
cell-substrate junction assembly(GO:0007044)	20774, 324, 33, 4	7.772	0.00994239170454	0.0368294042907	33
negative regulation of cell cycle G2/M phase transition(GO:1902750)	20774, 4, 52, 1	99.875	0.0538162032304	0.137280346933	52
positive regulation of cellular amine metabolic process(GO:0033240)	20774, 1044, 13, 2	3.061	0.257298102783	0.435230621623	13
covalent chromatin modification(GO:0016569)	20774, 1997, 325, 82	2.625	5.78309210295e-15	3.05861315667e-13	325
viral entry into host cell(GO:0046718)	20774, 1717, 18, 6	4.033	0.0106906911687	0.0390542516985	18
positive regulation of mitotic nuclear division(GO:0045840)	20774, 731, 62, 6	2.75	0.103357177864	0.223932711257	62
regulation of complement activation(GO:0030449)	20774, 1119, 14, 2	2.652	0.30502242355	0.486373627173	14
steroid hormone mediated signaling pathway(GO:0043401)	20774, 1883, 52, 12	2.546	0.0117717094689	0.0424494977818	52
organic hydroxy compound transport(GO:0015850)	20774, 1859, 109, 11	1.128	0.754689831949	0.875557236474	109
demethylation(GO:0070988)	20774, 1908, 46, 13	3.077	0.00134116025437	0.00743180769591	46
collagen metabolic process(GO:0032963)	20774, 284, 57, 1	1.283	0.805417892551	0.912155405316	57
nucleus organization(GO:0006997)	20774, 61, 81, 3	12.613	0.0124962246205	0.044389574025	81
mismatch repair(GO:0006298)	20774, 1763, 21, 2	1.122	0.677121110069	0.816387153983	21
muscle cell cellular homeostasis(GO:0046716)	20774, 1535, 21, 4	2.578	0.172431498592	0.329239628723	21
embryonic hemopoiesis(GO:0035162)	20774, 1505, 24, 9	5.176	0.000173492067344	0.00128233267167	24
protein stabilization(GO:0050821)	20774, 1974, 166, 37	2.346	1.11563979684e-05	0.000121871122059	166
positive regulation of coagulation(GO:0050820)	20774, 1614, 28, 4	1.839	0.364988350417	0.548644663111	28
protein localization to non-motile cilium(GO:0097499)	20774, 0, 13, 0	0.0	1.0	1.0	13
defense response to Gram-negative bacterium(GO:0050829)	20774, 843, 87, 3	0.85	0.915971578096	1.0	87
regulation of transcription from RNA polymerase II promoter in response to hypoxia(GO:0061418)	20774, 1798, 13, 7	6.221	0.000197548332072	0.00144889069439	13
bone mineralization(GO:0030282)	20774, 45, 49, 1	9.421	0.304029580368	0.485510224395	49
mitochondrial calcium ion transmembrane transport(GO:0006851)	20774, 0, 17, 0	0.0	1.0	1.0	17
ammonium ion metabolic process(GO:0097164)	20774, 138, 144, 2	2.091	0.638829237188	0.790838514789	144
T cell proliferation(GO:0042098)	20774, 701, 43, 11	7.581	1.36545828026e-06	1.82572511631e-05	43
long-chain fatty acid import into cell(GO:0044539)	20774, 1828, 11, 2	2.066	0.366465507008	0.549929323252	11
negative regulation of MAPK cascade(GO:0043409)	20774, 1679, 168, 32	2.357	6.16920414371e-05	0.000530061583467	168
transcription initiation from RNA polymerase II promoter(GO:0006367)	20774, 1883, 33, 6	2.006	0.217063635841	0.389014648571	33
transcription by RNA polymerase II(GO:0006366)	20774, 1541, 161, 33	2.763	1.31332369893e-06	1.7709407385e-05	161
positive regulation of protein tyrosine kinase activity(GO:0061098)	20774, 863, 43, 4	2.239	0.295077825074	0.477582607057	43
transcription elongation from RNA polymerase II promoter(GO:0006368)	20774, 811, 22, 4	4.657	0.039055814999	0.107397850604	22
regulation of MAPK cascade(GO:0043408)	20774, 1772, 733, 100	1.599	4.02302711384e-05	0.000366850748312	733
G protein-coupled receptor signaling pathway(GO:0007186)	20774, 4, 1824, 1	2.847	0.866558029786	0.961374763438	1824
L-alpha-amino acid transmembrane transport(GO:1902475)	20774, 1250, 26, 2	1.278	0.666604135626	0.80893098713	26
negative regulation of heart contraction(GO:0045822)	20774, 99, 28, 1	7.494	0.306092252174	0.486810708661	28
thioester metabolic process(GO:0035383)	20774, 1206, 75, 5	1.148	0.766403402117	0.885026733158	75
embryonic digestive tract morphogenesis(GO:0048557)	20774, 24, 20, 1	43.279	0.0764490261023	0.179171523509	20
labyrinthine layer development(GO:0060711)	20774, 1386, 12, 2	2.498	0.300610406078	0.482273519693	12
thioester biosynthetic process(GO:0035384)	20774, 1689, 19, 2	1.295	0.60569864297	0.763337447852	19
reactive oxygen species biosynthetic process(GO:1903409)	20774, 139, 22, 1	6.793	0.301853711359	0.483779012145	22
regulation of viral process(GO:0050792)	20774, 1853, 176, 48	3.058	2.69010630238e-11	8.77048356119e-10	176
melanin metabolic process(GO:0006582)	20774, 207, 15, 1	6.69	0.271052191163	0.450649119781	15
negative regulation of protein metabolic process(GO:0051248)	20774, 1724, 1047, 179	2.06	1.36143445624e-19	1.17825963849e-17	1047
regulation of behavior(GO:0050795)	20774, 436, 91, 2	1.047	0.864146429346	0.959490786957	91
Wnt signaling pathway, planar cell polarity pathway(GO:0060071)	20774, 1331, 25, 1	0.624	0.849627088691	0.94777010841	25
canonical Wnt signaling pathway(GO:0060070)	20774, 24, 85, 1	10.183	0.328505332245	0.510822496092	85
negative regulation of mitochondrial membrane potential(GO:0010917)	20774, 1274, 12, 3	4.077	0.0861060156778	0.195919997431	12
