# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	RPscore	adjRPscore	logFoldChange	DE significance	Rank_by_rank_product
Secisbp2	chr13:51651707-51684044	4	0.663	-0.163	1.533	5.650E-07	7305
Cacna1h	chr17:25374286-25433783	0	0.0	0.0	0.000	1.000E+00	9628
Calhm4	chr10:34038783-34044313	0	0.0	0.0	0.000	1.000E+00	9628
Calhm6	chr10:34126066-34127972	0	0.0	0.0	-2.598	3.664E-04	7112
Calhm1	chr19:47141034-47144174	0	0.0	0.0	0.000	1.000E+00	9628
Calhm2	chr19:47132231-47138294	0	0.0	0.0	0.000	1.000E+00	9628
Cacna1a	chr8:84415363-84640249	0	0.0	0.0	0.000	1.000E+00	9628
Cacna1b	chr2:24603888-24763152	0	0.0	0.0	-4.623	3.930E-03	8077
Cacna1c	chr6:118587239-119196409	0	0.0	0.0	-3.951	1.973E-02	9026
Cacna1d	chr14:30039940-30353486	0	0.0	-0.0	0.000	1.000E+00	10088
Cacna1e	chr1:154392518-154725920	0	0.0	0.0	4.091	2.188E-03	7837
Cacna1f	chrX:7607102-7635196	0	0.0	0.0	0.000	1.000E+00	9628
Cacna1g	chr11:94408390-94474198	0	0.0	0.0	0.000	1.000E+00	9628
Impad1	chr4:4762483-4793306	0	0.0	0.0	-1.458	2.040E-28	2282
Cacna1s	chr1:136052900-136119822	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1414	chr1:92511047-92518515	0	0.0	0.0	0.000	1.000E+00	9628
Xrn1	chr9:95954759-96057806	1	0.713	-0.118	1.916	3.023E-23	3457
Xrn2	chr2:147012998-147077997	1	0.907	0.071	0.915	1.508E-09	3575
Pde11a	chr2:75990721-76338793	0	0.0	0.0	0.000	1.000E+00	9628
Gm17689	chr9:36581277-36582635	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1417	chr19:11828076-11829024	0	0.0	0.0	0.000	1.000E+00	9628
Nubpl	chr12:52097745-52310959	0	0.0	0.0	0.000	1.000E+00	9628
Dynlrb2	chr8:116505014-116515915	0	0.0	0.0	0.000	1.000E+00	9628
Dynlrb1	chr2:155236607-155250277	0	0.0	0.0	2.617	1.220E-05	6153
Mir7228	chr5:134572075-134572114	1	0.0	0.0	0.000	1.000E+00	8873
Mir7229	chr5:113324492-113324545	0	0.0	0.0	0.000	1.000E+00	9628
Mir7222	chr2:92594601-92594676	0	0.0	0.0	0.000	1.000E+00	9628
Mir7223	chr11:107996847-107996916	0	0.0	0.0	0.000	1.000E+00	9628
Mir7220	chr18:60953872-60953932	0	0.0	0.0	0.000	1.000E+00	9628
Mir7221	chr2:92592205-92592277	0	0.0	0.0	0.000	1.000E+00	9628
Mir7226	chr4:118210504-118210564	0	0.0	0.0	0.000	1.000E+00	9628
Mir7227	chr4:133717049-133717108	0	0.0	0.0	0.000	1.000E+00	9628
Mir7224	chr2:67675456-67675516	0	0.0	0.0	0.000	1.000E+00	9628
Mir7225	chr3:97690508-97690562	0	0.0	0.0	0.000	1.000E+00	9628
Gdpd5	chr7:99381517-99461874	0	0.0	0.0	5.500	4.915E-07	5561
Mir1298	chrX:147064904-147065002	0	0.0	0.0	0.000	1.000E+00	9628
1600015I10Rik	chr6:48929895-48933687	0	0.0	0.0	0.000	1.000E+00	9628
Cnot9	chr1:74506059-74530842	3	1.874	0.596	3.074	6.261E-13	255
Cnot8	chr11:58104308-58118597	1	0.948	-0.054	1.806	9.179E-06	7710
Gm10486	chrX:28584991-28607902	0	0.0	0.0	0.000	1.000E+00	9628
Gm10487	chrX:35404186-35427076	0	0.0	0.0	0.000	1.000E+00	9628
Cnot3	chr7:3645268-3661109	1	0.684	0.219	2.273	1.443E-13	2179
Cnot2	chr10:116485160-116581511	0	0.0	0.0	-1.369	3.510E-31	2102
Cnot1	chr8:95719450-95807462	0	0.0	0.0	-0.811	2.642E-46	1493
Cnot7	chr8:40492537-40510479	1	0.699	0.224	-1.500	4.608E-24	1424
Cnot6	chr11:49671496-49712722	0	0.0	0.0	-2.615	3.548E-264	94
Cnot4	chr6:35022064-35133737	0	0.0	-0.251	-1.967	2.907E-47	1980
Mir3107	chr8:23142572-23142662	0	0.0	0.0	0.000	1.000E+00	9628
Mir3106	chr8:16168756-16168838	0	0.0	0.0	0.000	1.000E+00	9628
Mir3105	chr7:144009253-144009338	0	0.0	0.0	0.000	1.000E+00	9628
Mir3104	chr7:141992178-141992241	0	0.0	0.0	0.000	1.000E+00	9628
Mir3103	chr7:128288368-128288435	0	0.0	0.0	0.000	1.000E+00	9628
Mir3102	chr7:100882305-100882409	0	0.0	0.0	0.000	1.000E+00	9628
Mir3101	chr7:27176005-27176093	2	0.315	0.101	0.000	1.000E+00	6589
Mir3100	chr7:19086827-19086892	0	0.0	0.0	0.000	1.000E+00	9628
Oscar	chr7:3609814-3616157	2	0.38	0.122	0.000	1.000E+00	6447
Mir3109	chr9:69456943-69457031	1	0.494	0.159	0.000	1.000E+00	6137
Mir3108	chr8:108936859-108936938	0	0.0	0.0	0.000	1.000E+00	9628
Sirpb1a	chr3:15371826-15426427	0	0.0	0.0	0.000	1.000E+00	9628
Sirpb1b	chr3:15495753-15575065	0	0.0	0.0	0.000	1.000E+00	9628
Sirpb1c	chr3:15795146-15848487	0	0.0	0.0	0.000	1.000E+00	9628
B930018H19Rik	chr8:34589419-34640316	0	0.0	0.0	0.000	1.000E+00	9628
Nfic	chr10:81396190-81427173	0	0.0	0.0	0.000	1.000E+00	9628
Nfib	chr4:82290172-82505779	0	0.0	0.0	0.000	1.000E+00	9628
Nfia	chr4:97777625-98118876	0	0.0	0.0	2.692	2.629E-02	9217
Mir877	chr17:35960729-35960814	1	0.003	0.001	0.000	1.000E+00	8356
Mir876	chr4:36645372-36645453	0	0.0	0.0	0.000	1.000E+00	9628
Mir875	chr15:35660969-35661047	0	0.0	0.0	0.000	1.000E+00	9628
Mir874	chr13:58023124-58023200	0	0.0	0.0	0.000	1.000E+00	9628
Mir879	chr5:9375703-9375779	0	0.0	0.0	0.000	1.000E+00	9628
Mir878	chrX:66801507-66801585	0	0.0	0.0	0.000	1.000E+00	9628
Cxcr3	chrX:101731534-101734147	3	0.931	0.299	4.156	1.102E-29	694
Cxcr2	chr1:74153993-74161246	0	0.0	0.0	0.000	1.000E+00	9628
Cxcr1	chr1:74191785-74194631	1	0.013	0.004	-6.018	3.440E-05	5506
Ttyh1	chr7:4119529-4135407	0	0.0	0.0	0.000	1.000E+00	9628
Cxcr5	chr9:44511786-44526421	1	0.862	0.277	0.000	1.000E+00	3616
Ttyh3	chr5:140620576-140649031	0	0.0	0.0	-2.283	6.355E-87	740
Cyp2j11	chr4:96294508-96348680	0	0.0	0.0	0.000	1.000E+00	9628
Cyp2j12	chr4:96099315-96141152	0	0.0	0.0	0.000	1.000E+00	9628
Nfix	chr8:84704711-84774369	0	0.0	0.0	-3.738	2.682E-05	6327
Fbxl20	chr11:98082553-98149616	0	0.0	0.0	-1.295	7.825E-24	2567
Fbxl21	chr13:56522471-56537898	0	0.0	0.0	0.000	1.000E+00	9628
Fbxl22	chr9:66508458-66514593	0	0.0	0.0	-2.790	2.415E-15	3557
5930412G12Rik	chr5:128579129-128600687	0	0.0	0.0	0.000	1.000E+00	9628
Dlc1	chr8:36567738-36613943	0	0.0	0.0	0.000	1.000E+00	9628
Pkig	chr2:163658385-163726158	1	0.0	-0.0	0.000	1.000E+00	9818
U2surp	chr9:95456893-95511996	0	0.0	-0.384	-1.751	2.697E-69	1483
Pkib	chr10:57650980-57741112	0	0.0	0.0	0.000	1.000E+00	9628
Arhgef25	chr10:127182520-127189823	0	0.0	0.0	0.000	1.000E+00	9628
A930031H19Rik	chr4:131000831-131010474	0	0.0	0.0	0.000	1.000E+00	9628
Lnpep	chr17:17527722-17624489	3	0.634	-0.008	-1.252	1.175E-172	332
Gss	chr2:155563180-155592810	0	0.0	0.0	0.000	1.000E+00	9628
Gsr	chr8:33653237-33698162	1	0.0	-0.0	1.736	8.074E-05	6786
Izumo1	chr7:45621810-45627242	0	0.0	0.0	0.000	1.000E+00	9628
Izumo2	chr7:44708742-44719842	0	0.0	0.0	0.000	1.000E+00	9628
Izumo3	chr4:92144317-92147221	0	0.0	0.0	0.000	1.000E+00	9628
Izumo4	chr10:80702692-80705382	6	0.91	0.292	2.693	9.878E-03	2867
Gsn	chr2:35256358-35307902	0	0.0	0.0	0.835	4.000E-02	9475
Wnt3	chr11:103774174-103818021	0	0.0	0.0	0.000	1.000E+00	9628
Wnt2	chr6:17988939-18030445	0	0.0	0.0	0.000	1.000E+00	9628
Wnt1	chr15:98789856-98793830	0	0.0	0.0	0.000	1.000E+00	9628
Wnt6	chr1:74771891-74785319	0	0.0	0.0	0.000	1.000E+00	9628
Wnt4	chr4:137277634-137299501	0	0.0	0.0	0.000	1.000E+00	9628
Syngap1	chr17:26941451-26970645	0	0.0	-0.001	0.000	1.000E+00	10402
Fam219aos	chr4:41517436-41518929	0	0.0	0.0	0.000	1.000E+00	9628
Trpd52l3	chr19:30003789-30006020	0	0.0	0.0	0.000	1.000E+00	9628
Grhl1	chr12:24580718-24617391	1	0.0	0.0	3.462	2.364E-05	6058
Grhl2	chr15:37233035-37363568	0	0.0	0.0	0.000	1.000E+00	9628
Grhl3	chr4:135541887-135573632	0	0.0	0.0	0.000	1.000E+00	9628
1190005I06Rik	chr8:120608601-120634382	0	0.0	0.0	0.000	1.000E+00	9628
Defa6	chr8:21734536-21735377	0	0.0	0.0	0.000	1.000E+00	9628
Defa5	chr8:21297393-21298375	0	0.0	0.0	0.000	1.000E+00	9628
Defa4	chr8:21065065-21065232	0	0.0	0.0	0.000	1.000E+00	9628
Defa3	chr8:21287408-21288377	0	0.0	0.0	0.000	1.000E+00	9628
Defa2	chr8:21378516-21379495	0	0.0	0.0	0.000	1.000E+00	9628
Cyp4f41-ps	chr17:32950960-32965716	2	1.539	0.494	0.000	1.000E+00	1392
Hhatl	chr9:121784015-121792507	0	0.0	0.0	0.000	1.000E+00	9628
Tmprss9	chr10:80879815-80899494	0	0.0	0.0	0.000	1.000E+00	9628
Cyp4a12a	chr4:115299045-115332815	0	0.0	0.0	0.000	1.000E+00	9628
Tmprss2	chr16:97564681-97611195	0	0.0	0.0	0.000	1.000E+00	9628
Tmprss3	chr17:31179267-31198974	7	0.02	0.006	3.791	3.898E-02	7554
Tmprss4	chr9:45172725-45204035	0	0.0	0.0	0.000	1.000E+00	9628
Tmprss5	chr9:49102778-49117587	0	0.0	0.0	0.000	1.000E+00	9628
Tmprss6	chr15:78439666-78468634	1	0.003	0.001	0.000	1.000E+00	8300
Tmprss7	chr16:45656316-45693658	0	0.0	0.0	0.000	1.000E+00	9628
Trhr	chr15:44196134-44235912	0	0.0	0.0	0.000	1.000E+00	9628
4933427I22Rik	chr4:139926682-139933074	0	0.0	0.0	0.000	1.000E+00	9628
Tmed11	chr5:108777234-108795363	0	0.0	0.0	0.000	1.000E+00	9628
Uqcrc1	chr9:108936647-108949641	1	0.723	-0.119	2.297	2.050E-21	3690
Gm15217	chr14:46379523-46383606	0	0.0	0.0	0.000	1.000E+00	9628
Rrh	chr3:129808574-129822505	0	0.0	-0.001	-4.793	2.440E-02	10130
3110082I17Rik	chr5:139359738-139460534	0	0.0	0.0	0.000	1.000E+00	9628
Id4	chr13:48261426-48264036	0	0.0	0.0	0.000	1.000E+00	9628
Gpr141b	chr13:19727416-19732951	0	0.0	0.0	0.000	1.000E+00	9628
Id3	chr4:136143821-136145392	0	0.0	0.0	0.000	1.000E+00	9628
Id1	chr2:152736250-152737410	0	0.0	0.0	0.000	1.000E+00	9628
Rrnad1	chr3:87922600-87930195	0	0.0	-0.0	-2.064	1.988E-18	3468
Tpd52	chr3:8926529-9004204	0	0.0	0.0	-2.215	1.329E-15	3505
Asgr1	chr11:70054354-70057895	0	0.0	0.0	0.000	1.000E+00	9628
Asgr2	chr11:70092643-70106186	0	0.0	0.0	0.000	1.000E+00	9628
Csn2	chr5:87692618-87699425	0	0.0	0.0	0.000	1.000E+00	9628
Csn3	chr5:87925578-87932264	0	0.0	0.0	0.000	1.000E+00	9628
Supt16	chr14:52160418-52197239	1	0.86	0.276	-0.666	1.342E-05	2440
Trub1	chr19:57452905-57488908	0	0.0	0.0	0.000	1.000E+00	9628
Trub2	chr2:29774683-29787671	1	0.861	0.276	0.000	1.000E+00	3618
Ids	chrX:70343069-70365085	0	0.0	0.0	-1.842	5.350E-18	3165
Zfp503	chr14:21983961-21989601	0	0.0	0.0	0.000	1.000E+00	9628
Zfp507	chr7:35772345-35802989	1	0.723	0.232	-1.804	9.343E-27	1268
Gm13112	chr4:154862833-154872003	0	0.0	0.0	0.000	1.000E+00	9628
Arpp21	chr9:112180031-112231176	0	0.0	0.0	0.000	1.000E+00	9628
Barhl2	chr5:106452522-106458166	0	0.0	0.0	0.000	1.000E+00	9628
Barhl1	chr2:28907679-28916421	0	0.0	0.0	0.000	1.000E+00	9628
Gsta4	chr9:78191965-78209349	0	0.0	0.0	0.000	1.000E+00	9628
Gsta1	chr9:78230668-78242683	0	0.0	0.0	0.000	1.000E+00	9628
Gsta2	chr9:78331019-78347145	0	0.0	0.0	0.000	1.000E+00	9628
Gsta3	chr1:21240584-21265575	0	0.0	0.0	0.000	1.000E+00	9628
Lyl1	chr8:84701456-84704716	0	0.0	0.0	0.000	1.000E+00	9628
Med30	chr15:52712444-52730431	1	0.846	0.272	0.000	1.000E+00	3792
Med31	chr11:72211723-72215592	0	0.0	-0.002	-1.732	1.030E-03	9109
Slc52a3	chr2:151999865-152009258	0	0.0	0.0	6.023	1.838E-06	5774
Gcm1	chr9:78051957-78065624	0	0.0	0.0	0.000	1.000E+00	9628
Tmem28	chrX:99820163-99848789	0	0.0	0.0	0.000	1.000E+00	9628
Ccnyl1	chr1:64691344-64725642	0	0.0	0.0	0.000	1.000E+00	9628
Tat	chr8:109990435-109999804	0	0.0	0.0	0.000	1.000E+00	9628
1700018G05Rik	chrX:102928371-102929107	0	0.0	0.0	0.000	1.000E+00	9628
Upk2	chr9:44452714-44454767	0	0.0	0.0	0.000	1.000E+00	9628
Taz	chrX:74282717-74290151	0	0.0	-0.0	3.196	1.548E-05	6361
Mir409	chr12:109743157-109743236	0	0.0	0.0	0.000	1.000E+00	9628
Aacs	chr5:125475872-125517405	0	0.0	-0.375	1.456	2.196E-04	10241
Platr30	chr3:96345286-96358479	0	0.0	0.0	0.000	1.000E+00	9628
Olfr196	chr16:59167211-59168141	0	0.0	0.0	0.000	1.000E+00	9628
Olfr197	chr16:59185555-59186481	0	0.0	0.0	0.000	1.000E+00	9628
Olfr194	chr16:59119147-59120068	0	0.0	0.0	0.000	1.000E+00	9628
Olfr195	chr16:59148851-59149778	0	0.0	0.0	0.000	1.000E+00	9628
Olfr192	chr16:59098065-59098990	0	0.0	0.0	0.000	1.000E+00	9628
Olfr193	chr16:59109678-59110608	0	0.0	0.0	0.000	1.000E+00	9628
Olfr190	chr16:59074154-59075078	0	0.0	0.0	0.000	1.000E+00	9628
Olfr191	chr16:59085551-59086481	0	0.0	0.0	0.000	1.000E+00	9628
Immp1l	chr2:105904637-105965558	0	0.0	0.0	0.000	1.000E+00	9628
Prl7a1	chr13:27633363-27642493	0	0.0	0.0	0.000	1.000E+00	9628
Prl7a2	chr13:27658583-27668036	0	0.0	0.0	0.000	1.000E+00	9628
4930432L08Rik	chr5:76331237-76341885	0	0.0	0.0	0.000	1.000E+00	9628
Olfr198	chr16:59201503-59202424	0	0.0	0.0	0.000	1.000E+00	9628
Olfr199	chr16:59215684-59216611	0	0.0	0.0	0.000	1.000E+00	9628
Hotair	chr15:102944061-102947946	0	0.0	0.0	0.000	1.000E+00	9628
Zfp973	chr2:175469984-175480553	0	0.0	0.0	0.000	1.000E+00	9628
Virma	chr4:11485957-11551143	0	0.0	-0.31	1.633	1.151E-19	4193
Zfp970	chr2:177464741-177479194	0	0.0	0.0	0.000	1.000E+00	9628
Lrrc18	chr14:32991381-33015292	0	0.0	0.0	0.000	1.000E+00	9628
Mb	chr15:77015486-77022727	0	0.0	0.0	0.000	1.000E+00	9628
Lrrc17	chr5:21543526-21575902	0	0.0	0.0	0.000	1.000E+00	9628
Lrrc14	chr15:76710640-76715091	1	0.753	0.24	3.591	2.702E-03	4086
Lrrc15	chr16:30269301-30283254	0	0.0	0.0	0.000	1.000E+00	9628
Lrrc10	chr10:117045340-117046768	0	0.0	0.0	0.000	1.000E+00	9628
Basp1	chr15:25363276-25413764	0	0.0	0.0	-2.226	5.180E-03	8233
Fiz1	chr7:5007055-5013242	0	0.0	0.0	-1.168	3.095E-08	5169
4930440I19Rik	chr2:78051176-78194430	0	0.0	0.0	0.000	1.000E+00	9628
Nespas	chr2:174281236-174295436	0	0.0	0.0	0.000	1.000E+00	9628
Bmt2	chr6:13625674-13677966	0	0.0	0.0	-1.939	7.726E-40	1738
Apopt1	chr12:111713268-111734224	0	0.0	-0.002	1.587	1.685E-02	10104
Myd88	chr9:119335933-119340018	4	2.511	0.806	-0.966	2.500E-08	79
Gm20806	chrY:80756211-80757210	0	0.0	0.0	0.000	1.000E+00	9628
D930016D06Rik	chr5:104525734-104554211	0	0.0	0.0	0.000	1.000E+00	9628
Gm20809	chrY:72819514-72820507	0	0.0	0.0	0.000	1.000E+00	9628
1700012B09Rik	chr9:14758193-14771030	1	0.0	-0.0	0.000	1.000E+00	9673
Gm11186	chr11:53111450-53120056	0	0.0	0.0	0.000	1.000E+00	9628
1700028D13Rik	chr5:112206762-112210002	0	0.0	0.0	0.000	1.000E+00	9628
Mrgpra3	chr7:47588949-47601372	0	0.0	0.0	0.000	1.000E+00	9628
4930539M17Rik	chr3:9061963-9071076	0	0.0	0.0	0.000	1.000E+00	9628
Glb1l2	chr9:26763043-26806468	0	0.0	0.0	0.000	1.000E+00	9628
Glb1l3	chr9:26817952-26860823	0	0.0	0.0	0.000	1.000E+00	9628
Gm11236	chr4:73620647-73627029	0	0.0	0.0	0.000	1.000E+00	9628
Gm11237	chr4:73605543-73611925	0	0.0	0.0	0.000	1.000E+00	9628
Gm11238	chr4:73650909-73657292	0	0.0	0.0	0.000	1.000E+00	9628
Gm11239	chr4:73666017-73672398	0	0.0	0.0	0.000	1.000E+00	9628
Gm4827	chr16:50019657-50072852	0	0.0	0.0	0.000	1.000E+00	9628
D17H6S53E	chr17:35126401-35128855	2	0.739	0.236	3.735	9.210E-05	3636
Efhd2	chr4:141858141-141874920	4	1.629	0.523	0.571	3.901E-04	825
Efhd1	chr1:87264352-87310841	0	0.0	0.0	0.000	1.000E+00	9628
Fam206a	chr4:56802328-56809605	0	0.0	-0.0	3.858	3.623E-05	6580
Eddm3b	chr14:51116552-51117791	0	0.0	0.0	0.000	1.000E+00	9628
Zcchc13	chrX:103630585-103631664	0	0.0	0.0	0.000	1.000E+00	9628
Zcchc12	chrX:36195903-36199164	0	0.0	0.0	0.000	1.000E+00	9628
Krt28	chr11:99365006-99374903	0	0.0	0.0	0.000	1.000E+00	9628
Zcchc10	chr11:53324688-53333301	0	0.0	0.0	0.000	1.000E+00	9628
Zcchc17	chr4:130315382-130359992	1	0.603	0.18	-0.959	1.275E-02	5530
Ppp1r17	chr6:56017496-56032689	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1274-ps	chr2:90400639-90401674	0	0.0	-0.009	0.000	1.000E+00	10619
Zcchc14	chr8:121598702-121651933	0	0.0	0.0	-1.802	4.418E-07	5544
Krt23	chr11:99477972-99493120	0	0.0	0.0	0.000	1.000E+00	9628
Krt20	chr11:99428385-99438153	0	0.0	0.0	0.000	1.000E+00	9628
Zcchc18	chrX:136993146-136998472	0	0.0	0.0	0.000	1.000E+00	9628
Krt26	chr11:99328483-99337965	0	0.0	0.0	0.000	1.000E+00	9628
Krt27	chr11:99345564-99351118	0	0.0	0.0	0.000	1.000E+00	9628
Krt24	chr11:99279958-99285262	0	0.0	0.0	0.000	1.000E+00	9628
Krt25	chr11:99315515-99322951	0	0.0	0.0	0.000	1.000E+00	9628
Alkbh7	chr17:56997338-56999336	1	0.0	-0.004	0.000	1.000E+00	10536
Dnaja2	chr8:85537639-85555271	0	0.0	0.0	-2.161	1.078E-61	1134
Dnaja3	chr16:4684069-4707693	3	0.865	0.277	0.000	1.000E+00	3577
Dnaja1	chr4:40722467-40734965	0	0.0	-0.33	1.573	2.879E-37	2592
Dnaja4	chr9:54699282-54716317	0	0.0	0.0	1.796	9.489E-04	7453
Sgf29	chr7:126649308-126672779	0	0.0	-0.337	0.000	1.000E+00	11135
A630010A05Rik	chr16:14562316-14621284	0	0.0	0.0	0.000	1.000E+00	9628
Gm19402	chr10:77689956-77690757	0	0.0	0.0	0.000	1.000E+00	9628
Acer2	chr4:86874413-86920883	0	0.0	0.0	0.000	1.000E+00	9628
Acer3	chr7:98213809-98309542	0	0.0	-0.026	-2.171	1.702E-09	5796
Acer1	chr17:56953489-56982126	0	0.0	0.0	0.000	1.000E+00	9628
Recql	chr6:142356946-142387087	0	0.0	0.0	-1.961	5.593E-16	3453
D330045A20Rik	chrX:139480366-139554584	0	0.0	0.0	0.000	1.000E+00	9628
Psma8	chr18:14706150-14762299	0	0.0	0.0	0.000	1.000E+00	9628
Alppl2	chr1:87086690-87089928	0	0.0	0.0	0.000	1.000E+00	9628
Lactb2	chr1:13625899-13660509	1	0.728	0.232	-1.542	2.840E-04	3891
Agbl4	chr4:110397697-111657519	0	0.0	0.0	0.000	1.000E+00	9628
Agbl3	chr6:34780431-34859459	0	0.0	0.0	0.000	1.000E+00	9628
Agbl2	chr2:90783237-90814269	0	0.0	0.0	0.000	1.000E+00	9628
Agbl1	chr7:76229886-77124698	0	0.0	0.0	0.000	1.000E+00	9628
Ccser2	chr14:36874935-36968764	1	0.017	0.004	-1.845	7.464E-82	680
Ccser1	chr6:61180324-62382863	0	0.0	0.0	0.000	1.000E+00	9628
Stard8	chrX:99042580-99074728	0	0.0	0.0	0.000	1.000E+00	9628
Srp14	chr2:118475842-118479696	1	0.673	0.216	-0.648	2.323E-02	5158
Stard3	chr11:98358367-98381112	0	0.0	0.0	1.895	2.144E-05	6273
Srp19	chr18:34331144-34336599	0	0.0	-0.388	1.631	5.480E-03	10903
Stard6	chr18:70472665-70501065	1	0.999	0.321	0.000	1.000E+00	2662
Stard7	chr2:127270228-127298934	1	0.899	0.289	3.140	2.661E-10	1550
Stard4	chr18:33199137-33213862	1	0.858	0.275	-0.635	4.620E-04	2850
Stard5	chr7:83632016-83642328	0	0.0	0.0	-1.198	9.370E-04	7449
AI314278	chr7:89426305-89432077	0	0.0	0.0	0.000	1.000E+00	9628
1700110C19Rik	chr17:10324601-10329312	0	0.0	0.0	0.000	1.000E+00	9628
Dock8	chr19:24999528-25202432	0	0.0	0.0	1.418	1.769E-63	1107
Dock9	chr14:121542038-121738929	0	0.0	0.0	0.000	1.000E+00	9628
Dock2	chr11:34226820-34783905	5	1.988	0.638	0.130	7.776E-03	451
Dock3	chr9:106892824-107231909	0	0.0	0.0	-4.664	1.014E-03	7479
Dock1	chr7:134670686-135173647	0	0.0	0.0	0.000	1.000E+00	9628
Dock6	chr9:21800179-21852635	0	0.0	0.0	1.787	8.431E-03	8478
Dock7	chr4:98936658-99120915	0	0.0	0.0	0.000	1.000E+00	9628
Dock4	chr12:40446052-40846488	0	0.0	0.0	0.000	1.000E+00	9628
Dock5	chr14:67751927-67933572	0	0.0	0.0	1.392	3.044E-08	5165
Phxr4	chr9:13431360-13432740	0	0.0	0.0	6.376	4.575E-07	5550
Hsd17b12	chr2:94032696-94157909	1	0.86	0.276	-1.141	1.032E-06	2209
Hsd17b13	chr5:103955441-103977388	0	0.0	0.0	0.000	1.000E+00	9628
Hsd17b10	chrX:152001895-152004442	0	0.0	0.0	0.000	1.000E+00	9628
Hsd17b11	chr5:103989764-104021796	0	0.0	0.0	-2.750	1.638E-10	4469
Hsd17b14	chr7:45554927-45567321	0	0.0	0.0	0.000	1.000E+00	9628
4930519H02Rik	chr5:15863927-15883766	0	0.0	0.0	0.000	1.000E+00	9628
Gm20498	chr12:81470602-81532911	0	0.0	0.0	-3.351	3.355E-02	9360
Cngb1	chr8:95290592-95306585	0	0.0	0.0	0.000	1.000E+00	9628
Cngb3	chr4:19280849-19510623	0	0.0	0.0	0.000	1.000E+00	9628
Gm20491	chr17:90792441-90793476	0	0.0	0.0	0.000	1.000E+00	9628
Fthl17-ps1	chrX:9043550-9044410	0	0.0	0.0	0.000	1.000E+00	9628
Cox20	chr1:178319152-178322693	0	0.0	0.0	0.000	1.000E+00	9628
4930517M08Rik	chr17:4634979-4637477	1	0.003	0.001	0.000	1.000E+00	8349
Nup214	chr2:31974449-32053975	0	0.0	-0.372	1.326	2.089E-10	6424
Nup210	chr6:91013066-91116826	1	0.023	0.007	-0.919	2.766E-56	1019
Gm2002	chr4:42158115-42168604	0	0.0	0.0	0.000	1.000E+00	9628
4930448F12Rik	chr13:18084946-18100202	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1158	chr2:87990112-87991054	0	0.0	0.0	0.000	1.000E+00	9628
Msmp	chr4:43583215-43584494	0	0.0	0.0	-6.911	2.053E-07	5437
Olfr1154	chr2:87902741-87903674	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1155	chr2:87942681-87943626	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1156	chr2:87949189-87950265	0	0.0	0.0	0.000	1.000E+00	9628
Serpina4-ps1	chr12:104077958-104086920	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1151	chr2:87857176-87858103	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1152	chr2:87867992-87868925	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1153	chr2:87896176-87897133	0	0.0	0.0	0.000	1.000E+00	9628
Slc23a1	chr18:35614603-35627227	0	0.0	0.0	-8.339	2.618E-11	4293
Slc23a3	chr1:75125541-75133890	0	0.0	-0.001	0.000	1.000E+00	10387
Slc23a2	chr2:132052495-132145108	0	0.0	0.0	-1.316	4.692E-22	2759
Mir22hg	chr11:75461538-75466690	2	0.389	0.125	7.079	1.595E-08	3627
Slc23a4	chr6:34945294-34977999	0	0.0	0.0	0.000	1.000E+00	9628
Bbx	chr16:50191843-50432389	0	0.0	0.0	-1.991	2.393E-74	923
4930517E11Rik	chr2:124123635-124129956	0	0.0	0.0	0.000	1.000E+00	9628
Snord17	chr2:144265981-144266202	4	1.272	0.393	-0.252	4.718E-02	2288
Snord11	chr1:59704807-59704870	0	0.0	0.0	0.000	1.000E+00	9628
Snord12	chr2:167065292-167065358	1	0.125	0.036	0.000	1.000E+00	7115
Snord19	chr14:31016218-31016272	2	0.226	0.073	0.000	1.000E+00	6796
Dusp19	chr2:80617213-80631661	0	0.0	0.0	0.000	1.000E+00	9628
Dusp18	chr11:3895239-3901296	0	0.0	0.0	0.000	1.000E+00	9628
Dusp15	chr2:152944932-152951405	0	0.0	0.0	0.000	1.000E+00	9628
Dusp14	chr11:84048044-84068357	0	0.0	0.0	5.152	3.404E-06	5869
Dusp16	chr6:134715467-134792628	0	0.0	0.0	-1.376	1.240E-13	3840
Dusp11	chr6:85942268-85961667	1	0.377	-0.164	-1.218	1.410E-46	1977
